MAG_ID	fastANI95_representative	GTDB_representative_classification	GTDB_display_taxon	completeness	contamination	bacdiveAI_Aerobic	bacdiveAI_Anaerobic	oxygen_use_class	mean_exposed_abundance_percent	mean_reference_abundance_percent	exposed_prevalence_n	exposed_prevalence_percent	reference_prevalence_n	reference_prevalence_percent	log2_mean_abundance_ratio_pseudocount_1e-5	descriptive_response_score	detected_only_in_exposed_samples_in_this_cohort	ANCOMBC2_exposure_p	ANCOMBC2_exposure_q	ANCOMBC2_exposure_effect	ALDEx2_exposure_p	ALDEx2_exposure_q	ALDEx2_exposure_effect
A01_bin.47	A01_bin.47	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Egerieenecus;s__Egerieenecus merdigallinarum	Egerieenecus merdigallinarum	93.01	0.81	FALSE	TRUE	Predicted anaerobe	0.014864770365957446	0.0068413160888888885	19	40.42553191489362	6	33.333333333333336	1.1184143453042883	0.45212494810173354	FALSE	0.275092575303329	0.796900983280593	-0.408924991897726	0.696460882994643	1.0	-0.0505146055318568
A01_bin.49	A01_bin.49	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	CAG-170 sp003516765	92.73	1.73	FALSE	TRUE	Predicted anaerobe	0.048493067680851064	0.022948616555555554	25	53.191489361702125	9	50.0	1.0790402860811168	0.5739575989793174	FALSE	0.315366197210943	0.826466231054012	-0.364591902298237	0.814778170029418	1.0	-0.00409987471343738
A01_bin.5	A04_bin.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii	Alistipes A ihumii	97.6	0.48	FALSE	TRUE	Predicted anaerobe	0.01844452625957447	0.011955485194444445	18	38.297872340425535	7	38.888888888888886	0.6250958044560935	0.2393983931959507	FALSE	0.320012324855017	0.826466231054012	-0.380279060661723	0.758366631304839	0.999714760746775	0.0294802422883208
A01_bin.53	E06_bin.85	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	Alistipes shahii	81.62	0	FALSE	TRUE	Predicted anaerobe	0.07106978090212766	0.03785872822222222	36	76.59574468085107	9	50.0	0.9084322636000287	0.6958204572255539	FALSE	0.551314491821879	0.934449157730506	0.190984397855334	0.0868080641249307	1.0	-0.240144013775819
A01_bin.54	E07_bin.69	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter welbionis	Oscillibacter welbionis	96.31	2.35	FALSE	TRUE	Predicted anaerobe	0.027591208304255318	0.02368423461111111	42	89.36170212765957	13	72.22222222222223	0.22019536685975638	0.19677032783212273	FALSE	0.745397008828353	0.971644762115332	0.115151707854207	0.364355501510262	1.0	-0.0457713768286567
A01_bin.6	C02_bin.89	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	Hominenteromicrobium mulieris	91.28	0	FALSE	TRUE	Predicted anaerobe	0.013764578591489362	0.010512984455555556	31	65.95744680851064	11	61.111111111111114	0.3884642530235552	0.2562211030580896	FALSE	0.0896643468512619	0.540417656615403	-0.598177414229769	0.618414278405789	1.0	-0.0818899963301712
A01_bin.61	D07_bin.75	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	Blautia A fusiformis	85.23	5.91	FALSE	TRUE	Predicted anaerobe	0.041693933891489364	0.06522441737222222	43	91.48936170212765	16	88.88888888888889	-0.6454498463389768	-0.5905179445228937	FALSE	0.530322846061905	0.924015248743351	0.222612218876087	0.369867786252674	1.0	0.108525078068841
A01_bin.63	F02_bin.66	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	Tidjanibacter inops	99.52	0.96	FALSE	TRUE	Predicted anaerobe	0.03379801312765958	0.03794912677777778	24	51.06382978723404	7	38.888888888888886	-0.1670815720016796	-0.08531824953277256	FALSE	0.0250170681827885	0.298525820328846	0.830315520290665	0.695873501025678	1.0	-0.0320165094355656
A01_bin.65	H01_bin.87	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	Acetatifactor intestinalis	83.09	3.56	FALSE	TRUE	Predicted anaerobe	0.03285170734893617	0.030439261999999998	24	51.06382978723404	12	66.66666666666667	0.11000017639016553	0.05617030283753133	FALSE	0.895387173465858	0.988426013077921	0.0517588666926719	0.089169524013534	0.876688054985873	0.238857134052348
A01_bin.66	A01_bin.66	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	Ventricola sp900542395	97.98	0.27	FALSE	TRUE	Predicted anaerobe	0.01821902624468085	0.003368152966666667	22	46.808510638297875	5	27.77777777777778	2.431930936145426	1.1383506509616887	FALSE	0.00638080120129931	0.145449545332182	-1.06479288017799	0.238151560730144	1.0	-0.238898810452776
A01_bin.69	A01_bin.69	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000435675	Anaerotardibacter sp000435675	98.39	0.12	FALSE	TRUE	Predicted anaerobe	0.10967013781489361	0.013256176222222223	13	27.659574468085108	9	50.0	3.0474777886279574	0.8429193883439031	FALSE	0.72805847316631	0.968074598146667	0.137018724889049	0.102578128753928	0.850141835388893	0.329381757972808
A01_bin.72	A01_bin.72	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium hattorii	Faecalibacterium hattorii	94.58	2.89	FALSE	TRUE	Predicted anaerobe	0.0447157514680851	0.013601833555555555	5	10.638297872340425	2	11.11111111111111	1.7162443068311863	0.18257918157778577	FALSE	0.000946756642574164	0.0731884048042115	-12.3326214594999	0.727862521091949	0.994654918986765	0.0274106387053851
A01_bin.77	A01_bin.77	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp963557435	Oscillibacter sp963557435	92.56	4.7	FALSE	TRUE	Predicted anaerobe	0.009503159340425532	0.0017994440555555557	5	10.638297872340425	2	11.11111111111111	2.3943780396375987	0.25472106804655303	FALSE	0.0259880960188024	0.308045564809538	-2.31420538194261	0.73326922306176	0.995944323043011	0.0233195491713522
A01_bin.82	F03_bin.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	Alistipes finegoldii	99.42	0.1	FALSE	TRUE	Predicted anaerobe	0.04263648164255319	0.08528651725	31	65.95744680851064	13	72.22222222222223	-1.00006011258739	-0.6596141168129593	FALSE	0.957995864927612	0.997257990539399	-0.0211534406143937	0.665522460577228	1.0	-0.0209909657891114
A01_bin.83	D07_bin.25	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia rubneri	Adlercreutzia rubneri	88.31	4.95	FALSE	TRUE	Predicted anaerobe	0.03270649197446808	0.014182921694444444	26	55.319148936170215	13	72.22222222222223	1.2048464565800523	0.6665108057676885	FALSE	0.353162677194854	0.834470369140725	0.336493380205072	0.0986040259766562	0.889624377824816	0.23515068230709
A01_bin.84	A08_bin.91	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	Anaerostipes amylophilus	90.6	2.24	FALSE	TRUE	Predicted anaerobe	0.015594773657446808	0.010775972666666666	24	51.06382978723404	10	55.55555555555556	0.5328311485988104	0.27208399077386064	FALSE	0.270284404528908	0.794323423557682	-0.402735478309201	0.618676701823914	1.0	0.0750290776111589
A01_bin.85	B09_bin.61	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	Hominimerdicola aceti	98.63	0	FALSE	TRUE	Predicted anaerobe	0.01810456664893617	0.009001592972222222	30	63.829787234042556	9	50.0	1.0072962351411272	0.6429550437071025	FALSE	0.861715102889437	0.984846414163431	-0.0634164443966694	0.501999564370251	1.0	-0.0723325493516931
A01_bin.86	A01_bin.86	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp965147785	HGM13006 sp965147785	90.65	9.12	FALSE	TRUE	Predicted anaerobe	0.03332767740425532	0.02975779538888889	42	89.36170212765957	17	94.44444444444444	0.16340121786240483	0.14601810957917027	FALSE	0.58586827451287	0.939278465232197	-0.158219827742817	0.359569613198646	1.0	0.109095324205421
A01_bin.87	B09_bin.106	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	Butyricimonas virosa	88.95	6.41	FALSE	TRUE	Predicted anaerobe	0.016377685989361703	0.008370062222222223	20	42.5531914893617	3	16.666666666666668	0.9675792930388278	0.4117358693782246	FALSE	0.064020963972012	0.482327431958633	0.703402221290723	0.132616363223761	1.0	-0.277862792985664
A01_bin.90	G08_bin.17	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	Hominicoprocola sp900317525	94.97	2.01	FALSE	TRUE	Predicted anaerobe	0.024322285382978724	0.019673941333333334	32	68.08510638297872	11	61.111111111111114	0.30585270844418333	0.20824014191944396	FALSE	0.489435866339216	0.901779243887178	-0.240047855797814	0.657178717487739	1.0	-0.019557040438502
A01_bin.91	H05_bin.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Parabacteroides distasonis	90.85	0.72	FALSE	TRUE	Predicted anaerobe	0.015104976008510638	0.013553673744444444	35	74.46808510638297	12	66.66666666666667	0.15623070118222968	0.11634201151868166	FALSE	0.905305440468523	0.989325797881398	0.0403486893333228	0.756020535935227	1.0	0.0137086677386171
A01_bin.93	D04_bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	Flavonifractor plautii	96.08	5.5	FALSE	TRUE	Predicted anaerobe	0.03827931559148936	0.0195269236	30	63.829787234042556	14	77.77777777777777	0.9707385628719517	0.6196203592799692	FALSE	0.231039620943252	0.764231036679804	-0.446810606883516	0.370527947541201	1.0	0.127639887144747
A02_bin.13	A01_bin.69	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000435675	Anaerotardibacter sp000435675	96.77	0.2	FALSE	TRUE	Predicted anaerobe	0.0330727743893617	0.013097258694444443	13	27.659574468085108	9	50.0	1.3357142409683564	0.3694528751614603	FALSE	0.262374526139122	0.787792906488093	0.446751499199415	0.0810023825885394	0.848630082054407	0.320358993366338
A02_bin.15	H04_bin.57	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	Gemmiger formicilis	90.48	0.34	FALSE	TRUE	Predicted anaerobe	0.025633299840425533	0.018130097083333335	38	80.85106382978724	14	77.77777777777777	0.4993997463151096	0.40377000765902477	FALSE	0.735444381539256	0.968956171401791	0.108127460598739	0.346654383536456	1.0	0.0976587659829951
A02_bin.17	F02_bin.63	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Bifidobacterium bifidum	97.7	4.49	FALSE	TRUE	Predicted anaerobe	0.03546718836170213	0.003868791388888889	15	31.914893617021278	4	22.22222222222222	3.1932125863778458	1.0191103999078233	FALSE	0.0223392570741644	0.279712669562425	-0.983399137858533	0.477756673202345	1.0	-0.0816241897174414
A02_bin.20	C07_bin.89	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Bilophila wadsworthia	92.01	0	FALSE	TRUE	Predicted anaerobe	0.009132769936170213	0.006844593833333333	27	57.4468085106383	10	55.55555555555556	0.4155601349929917	0.23872603499597397	FALSE	0.942827429806462	0.99690442516441	0.0243666228756509	0.834766819243369	1.0	-0.0122287330704335
A02_bin.25	C07_bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	Anaerobutyricum hallii	97.99	3.86	FALSE	TRUE	Predicted anaerobe	0.03316405131276596	0.03468905127777778	43	91.48936170212765	16	88.88888888888889	-0.06484100892608445	-0.05932262518769428	FALSE	0.705971346440217	0.965055671875703	0.117415108622018	0.429654403464124	1.0	0.0793866576182234
A02_bin.27	D01_bin.64	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Bacteroides uniformis	87.9	1.3	FALSE	TRUE	Predicted anaerobe	0.15576441614893616	0.13396357116666666	45	95.74468085106383	18	100.0	0.2175098798809516	0.20825414031154943	FALSE	0.640708071687023	0.94770537460665	-0.170339898140993	0.31456630732139	1.0	0.0901957648711745
A02_bin.32	B04_bin.33	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	Hominilimicola fabiformis	90.25	1.9	FALSE	TRUE	Predicted anaerobe	0.016260539614893616	0.018239561966666668	33	70.2127659574468	14	77.77777777777777	-0.16559973725912996	-0.11627215594789976	FALSE	0.797704867228705	0.980179166504932	-0.0856294250886281	0.269265984923599	0.998987734546633	0.135702887480971
A02_bin.41	F06_bin.46	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus thermophilus	85.25	1.06	FALSE	FALSE	Facultative/other	0.009330195170212765	0.004616871238888889	16	34.04255319148936	5	27.77777777777778	1.013415745689296	0.34499259427720713	FALSE	0.880761025175374	0.984846414163431	-0.0570250169240607	0.716160798772759	1.0	-0.0878861006283014
A02_bin.42	C03_bin.49	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	Bifidobacterium longum	84.52	2.34	FALSE	TRUE	Predicted anaerobe	0.02692760379787234	0.013509715605555556	41	87.23404255319149	12	66.66666666666667	0.9945567192286588	0.8675920316675535	FALSE	0.43027661022445	0.87232817899552	-0.249864608003822	0.164633754460429	1.0	-0.164776242273837
A02_bin.44	H05_bin.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Parabacteroides distasonis	80.19	0.38	FALSE	TRUE	Predicted anaerobe	0.017293285027659575	0.010809487	36	76.59574468085107	13	72.22222222222223	0.6774138632368485	0.5188701931175861	FALSE	0.25795216040909	0.787792906488093	-0.384693418157551	0.753578101707678	1.0	-0.0205401302665661
A02_bin.50	G07_bin.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	Phocaeicola coprocola	94.05	0.93	FALSE	TRUE	Predicted anaerobe	0.20485219178723404	0.006570380777777778	6	12.76595744680851	2	11.11111111111111	4.960338874204483	0.6332347498984446	FALSE	0.00357161872464244	0.117598853563227	-3.22069417086368	0.688240048672199	0.9974860301867	0.000870070556217922
A02_bin.54	F06_bin.75	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	Hominicoprocola fusiformis	83.46	2.57	FALSE	TRUE	Predicted anaerobe	0.01629918815531915	0.013703897411111112	33	70.2127659574468	14	77.77777777777777	0.2500463337825768	0.1755644471239369	FALSE	0.735500253923182	0.968956171401791	-0.10843400935847	0.175332878539617	0.979148094746663	0.145114346686762
A02_bin.55	A06_bin.107	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	Odoribacter splanchnicus	95.7	0.81	FALSE	TRUE	Predicted anaerobe	0.010904568119148935	0.010686665283333334	36	76.59574468085107	14	77.77777777777777	0.029093942829553313	0.02228472216731743	FALSE	0.839689832995383	0.983217763396128	-0.0616429089073896	0.540335696401326	1.0	0.059920441378141
A02_bin.58	D08_bin.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Parabacteroides merdae	83.78	0.38	FALSE	TRUE	Predicted anaerobe	0.021923240359574468	0.027631701644444444	30	63.829787234042556	11	61.111111111111114	-0.3337274641278893	-0.21301753029439743	FALSE	0.827186245875097	0.983217763396128	-0.0759578730343051	0.85327854458053	1.0	0.0187855012988564
A02_bin.69	H05_bin.43	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	Roseburia rectalis	99.52	0.48	FALSE	TRUE	Predicted anaerobe	0.02700049440851064	0.025232669111111113	36	76.59574468085107	13	72.22222222222223	0.0976555814532091	0.07480001983650059	FALSE	0.580254150362434	0.936541020716014	0.196367641867243	0.635569494108639	1.0	0.0536960245921552
A02_bin.80	D01_bin.67	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905215825	Collinsella sp905215825	94.35	0.81	FALSE	TRUE	Predicted anaerobe	0.036924888270212765	0.008083633316666667	28	59.57446808510638	6	33.333333333333336	2.190124819362698	1.3047552115352243	FALSE	0.703889560825555	0.964931101887307	-0.138112349020562	0.117309893899585	1.0	-0.300587709183606
A02_bin.81	G07_bin.107	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis	Roseburia faecis	82.76	6.9	FALSE	TRUE	Predicted anaerobe	0.04119718296808511	0.04723358627777778	32	68.08510638297872	11	61.111111111111114	-0.19722264385180896	-0.13427924687782739	FALSE	0.711024275682887	0.965572986119905	0.115933227290033	0.656678766635573	1.0	0.0395252771340055
A03_bin.12	H06_bin.61	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans	95.15	2.11	FALSE	TRUE	Predicted anaerobe	0.021577851982978725	0.03709938886111111	43	91.48936170212765	17	94.44444444444444	-0.7815645414700466	-0.7150484102811064	FALSE	0.351732144061233	0.834470369140725	0.296877080463487	0.0456241375409212	0.831323577048969	0.263430642400857
A03_bin.14	G05_bin.13	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	Ruminococcoides intestinale	98.66	1.01	FALSE	TRUE	Predicted anaerobe	0.03221970855744681	0.0797376205	29	61.702127659574465	12	66.66666666666667	-1.3070503299127416	-0.8064778631376491	FALSE	0.529272014276484	0.924015248743351	0.266259785847535	0.352159121556332	0.999487721785893	0.144650731932131
A03_bin.15	A03_bin.15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Mesosutterella;s__Mesosutterella massiliensis	Mesosutterella massiliensis	96.88	0	FALSE	TRUE	Predicted anaerobe	0.18195236882978724	0.04940442516666667	7	14.893617021276595	2	11.11111111111111	1.8806359581280736	0.28009471716801093	FALSE	0.0501073031890485	0.426271698900135	1.0869390021591	0.693698480462345	0.998972845555843	-0.0219699928312197
