Source	Feature	Match Level	Feature Species Key	Feature Genus Key	Feature Family Key	Claim Allowed	Interpretation
Ronneby_MAG_GTDB_taxonomy	A04_bin.76	family	paraprevotella_clara	paraprevotella	bacteroidaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A04_bin.8	family	anaerostipes_amylophilus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A05_bin.113	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A05_bin.15	family	coprococcus_a_intestinihominis	coprococcus_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A05_bin.35	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A05_bin.57	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A06_bin.104	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A06_bin.106	family	coprococcus_c_hominis	coprococcus_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A06_bin.30	family	eubacterium_u_album	eubacterium_u	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A06_bin.31	family	oliverpabstia_intestinalis	oliverpabstia	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A06_bin.47	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A06_bin.60	family	anaerostipes_hadrus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A06_bin.83	family	cag_194_sp000432915	cag-194	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A07_bin.25	family	paraprevotella_xylaniphila	paraprevotella	bacteroidaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A07_bin.52	family	anaerostipes_hadrus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A07_bin.55	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A07_bin.64	family	lachnospira_rogosae	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A07_bin.90	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A08_bin.101	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A08_bin.14	family	paraprevotella_clara	paraprevotella	bacteroidaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A08_bin.36	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A08_bin.7	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A08_bin.91	family	anaerostipes_amylophilus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A09_bin.17	family	mediterraneibacter_torques	mediterraneibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	A09_bin.3	family	hungatella_effluvii	hungatella	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B01_bin.28	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B02_bin.41	family	dorea_a_longicatena	dorea_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B02_bin.44	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B03_bin.17	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B03_bin.22	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B03_bin.58	family	suilimivivens_sp000438155	suilimivivens	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B03_bin.75	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B04_bin.3	family	hominisplanchenecus_faecis	hominisplanchenecus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B05_bin.100	family	roseburia_c_amylophila	roseburia_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B05_bin.33	family	lachnospira_rogosae	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B05_bin.36	family	coprococcus_ammoniilyticus	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B05_bin.87	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B06_bin.108	family	coprococcus_eutactus	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B06_bin.4	family	eshraghiella_crossota	eshraghiella	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B06_bin.48	family	anaerostipes_hadrus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B06_bin.59	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B06_bin.61	family	suilimivivens_sp000438155	suilimivivens	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B06_bin.74	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B07_bin.55	family	coprococcus_ammoniilyticus	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B07_bin.56	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B07_bin.6	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B07_bin.67	family	suilimivivens_sp000438155	suilimivivens	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B08_bin.12	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B08_bin.17	family	roseburia_c_amylophila	roseburia_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B08_bin.42	family	lachnospira_eligens_a	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B08_bin.45	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B08_bin.50	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B09_bin.49	family	enterocloster_sp000431375	enterocloster	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B09_bin.55	family	otoolea_fessa	otoolea	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B09_bin.58	family	hominisplanchenecus_faecis	hominisplanchenecus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B09_bin.66	family	anaerostipes_amylophilus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	B09_bin.97	family	pilosibacter_fragilis	pilosibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C01_bin.10	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C01_bin.33	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C01_bin.34	family	dorea_a_longicatena	dorea_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C01_bin.37	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C01_bin.44	family	coprococcus_c_hominis	coprococcus_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C02_bin.28	family	acetatifactor_intestinalis	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C02_bin.32	family	coprococcus_c_hominis	coprococcus_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C02_bin.33	family	paraprevotella_clara	paraprevotella	bacteroidaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C02_bin.82	family	roseburia_c_amylophila	roseburia_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C03_bin.1	family	blautia_a_fusiformis	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C03_bin.10	family	anaerostipes_hadrus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C03_bin.22	family	enterocloster_sp001517625	enterocloster	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C03_bin.37	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C03_bin.41	family	pilosibacter_sp900066055	pilosibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C04_bin.38	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C04_bin.50	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C04_bin.79	family	anaerostipes_amylophilus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C04_bin.86	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.108	family	anaerostipes_amylophilus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.117	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.119	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.122	family	coprococcus_sp000433075	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.51	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.53	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.60	family	blautia_a_intestinihominis	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.62	family	butyribacter_sp003529475	butyribacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C05_bin.81	family	hominisplanchenecus_faecis	hominisplanchenecus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.11	family	anthropogastromicrobium_aceti	anthropogastromicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.20	family	hominisplanchenecus_faecis	hominisplanchenecus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.35	family	mediterraneibacter_faecis	mediterraneibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.41	family	lachnospira_intestinalis	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.42	family	pilosibacter_fragilis	pilosibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.43	family	coprococcus_c_hominis	coprococcus_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.46	family	dorea_a_longicatena	dorea_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.54	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C06_bin.63	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C07_bin.10	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C07_bin.25	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C07_bin.33	family	mediterraneibacter_torques	mediterraneibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.16	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.19	family	coprococcus_c_hominis	coprococcus_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.23	family	butyribacter_sp003529475	butyribacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.30	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.48	family	coe1_sp001916965	coe1	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.66	family	lachnospira_eligens_a	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.68	family	paraprevotella_clara	paraprevotella	bacteroidaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.7	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	C08_bin.82	family	coprococcus_eutactus	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D01_bin.23	family	anaerostipes_hadrus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D01_bin.38	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D01_bin.40	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
